filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0045.npz,random_IR_0045.npz,173.902,0.00026643,11,43,MultiResL1_STFT_V2,1.225e-05,1.266e-05,True,6.33385539,1.4819518,141.89969449,92971158338.30945,6070.61432394,0.00104336,3.20422814,898.77214441,0.55390484,0.83930027,79166878635.77364,5192.59693353,0.00104571,3.20422366,770.5830427,0.55390549,0.83930343
random_IR_0046.npz,random_IR_0046.npz,14.367,0.00058714,1,43,MultiResL1_STFT_V2,5.74e-06,0.00479301,True,67.49960304,6.12527339,11.18469482,72779187179.45865,16882.77682528,0.00399813,1.81155115,754.96246058,0.64242212,0.57440801,178237772194.83322,18608.36206798,0.00268216,1.81156491,557.37321764,0.64246067,0.57442657
random_IR_0047.npz,random_IR_0047.npz,14.4,0.00050145,1,48,MultiResL1_STFT_V2,7.54e-06,0.05801923,True,85.47849729,6.74512703,10.7949207,79606617296.66924,19716.966133,0.00433528,1.2605944,922.73359947,0.85091153,0.64895653,171542044338.7951,11005.44265585,0.00220639,1.26058553,262.12552806,0.85085647,0.64892423
random_IR_0048.npz,random_IR_0048.npz,66.232,0.00086169,12,52,MultiResL1_STFT_V2,1.334e-05,3.268e-05,True,7.48595427,13.12138526,130.79662604,203951117421.28192,4262.15663895,0.00175638,2.20179165,979.13756156,0.89162494,0.89091573,173640577983.92307,3498.74383694,0.0017246,2.20178817,788.54762685,0.89156074,0.89092971
random_IR_0049.npz,random_IR_0049.npz,48.987,0.00045785,11,31,MultiResL1_STFT_V2,7e-06,0.0013636,True,28.24345582,9.05988174,31.18280456,86549394847.79807,8782.2989876,0.00321595,1.85231174,880.71016307,0.60655284,0.73533644,123740478280.33698,7559.05176558,0.00249525,1.85232544,587.6037592,0.6065566,0.73532938
random_IR_0050.npz,random_IR_0050.npz,11.966,0.00067663,1,52,MultiResL1_STFT_V2,2.731e-05,0.00057244,True,57.24185955,14.65798034,1.54480939,152280461231.14178,14463.77524334,0.0039576,1.2293809,88.42776215,0.79302492,0.98011015,113941945230.415,12184.10079803,0.00419918,1.22937567,76.96567742,0.79299604,0.98012234
random_IR_0051.npz,random_IR_0051.npz,47.243,0.00039286,1,58,MultiResL1_STFT_V2,8.91e-06,0.00440906,True,30.58815188,1.43609251,31.37540348,120630662367.34872,19116.5602268,0.00160009,2.97215988,959.71560687,0.84389371,0.64602765,149035156689.62817,12018.31682358,0.00114145,2.97215371,430.40813548,0.84388233,0.64602209
random_IR_0052.npz,random_IR_0052.npz,8.197,0.0002468,1,31,MultiResL1_STFT_V2,8.23e-06,0.00020524,True,11.65098268,20.27663908,62.53329465,184295841721.30365,4786.63948372,0.00243406,1.47369427,728.57433316,0.77648031,0.73390111,205309545104.02023,5948.06076492,0.0025707,1.47369564,956.40615874,0.77646492,0.7338866
random_IR_0053.npz,random_IR_0053.npz,32.541,0.00637376,1,60,MultiResL1_STFT_V2,1.25e-05,0.0025063,True,40.86560302,14.76718142,24.47037143,69624881407.68811,8878.57742745,0.00460272,3.65793997,999.99648464,0.84820035,0.85279701,205318792113.84653,9931.67604802,0.00283442,3.65792009,724.17039494,0.84811226,0.85281481
random_IR_0054.npz,random_IR_0054.npz,93.397,0.00240317,20,57,MultiResL1_STFT_V2,3.346e-05,0.00466612,True,45.31006832,19.01509672,21.61722782,170999621601.59125,11795.35928809,0.00384135,2.05039656,979.47806923,0.90023084,0.98002246,91562439840.24425,6942.38113954,0.00402711,2.05038916,636.06469484,0.90023182,0.97999164
