step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/total,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
22749,90,90,0.000404732,10,0,0,4.68531e-05,4.72233e-05,0.0260416,8.86905e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.189599,5.96999,14.1282,1.21752,0.0495881,0,4.58215,0,6.01017,17.2494,2.53822,0,0,9.68519,0
22799,91,,0.000400685,,,,,,,,,,,,,,,,,,,,,,,,,,
22849,91,,0.000400685,,,,,,,,,,,,,,,,,,,,,,,,,,
22899,91,,0.000400685,,,,,,,,,,,,,,,,,,,,,,,,,,
22949,91,,0.000400685,,,,,,,,,,,,,,,,,,,,,,,,,,
22999,91,91,0.000400685,10,0,0,4.65925e-05,4.70537e-05,0.0260416,8.8211e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.182782,5.93277,14.0149,1.22153,0.0494901,0,4.62691,0,5.9861,17.2461,2.53687,0,0,10.0003,0
23049,92,,0.000396678,,,,,,,,,,,,,,,,,,,,,,,,,,
23099,92,,0.000396678,,,,,,,,,,,,,,,,,,,,,,,,,,
23149,92,,0.000396678,,,,,,,,,,,,,,,,,,,,,,,,,,
23199,92,,0.000396678,,,,,,,,,,,,,,,,,,,,,,,,,,
23249,92,92,0.000396678,10,0,0,4.64319e-05,4.70478e-05,0.0260416,8.84491e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.180789,6.0794,13.8492,1.22448,0.0489376,0,4.5281,0,6.03366,17.3268,2.56226,0,0,9.91364,0
23299,93,,0.000392711,,,,,,,,,,,,,,,,,,,,,,,,,,
23349,93,,0.000392711,,,,,,,,,,,,,,,,,,,,,,,,,,
23399,93,,0.000392711,,,,,,,,,,,,,,,,,,,,,,,,,,
23449,93,,0.000392711,,,,,,,,,,,,,,,,,,,,,,,,,,
23499,93,93,0.000392711,10,0,0,4.66942e-05,4.70953e-05,0.0260416,8.84131e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.18171,5.96861,13.8475,1.21819,0.049516,0,4.39469,0,5.97003,17.2087,2.54848,0,0,9.73507,0
23549,94,,0.000388784,,,,,,,,,,,,,,,,,,,,,,,,,,
23599,94,,0.000388784,,,,,,,,,,,,,,,,,,,,,,,,,,
23649,94,,0.000388784,,,,,,,,,,,,,,,,,,,,,,,,,,
23699,94,,0.000388784,,,,,,,,,,,,,,,,,,,,,,,,,,
23749,94,94,0.000388784,10,0,0,4.65539e-05,4.70088e-05,0.0260416,8.83344e-05,0.0260416,0.0130208,0.0130208,0.0260416,0.178879,5.95961,13.8333,1.21231,0.0489474,0,4.47836,0,6.05064,17.2971,2.56734,0,0,10.0599,0
23799,95,,0.000384896,,,,,,,,,,,,,,,,,,,,,,,,,,
