step,epoch,epoch,lr-Adam,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/mfcc03,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_f0_mult,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/mfcc03,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
56599,226,,0.00010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56649,226,,0.00010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56699,226,,0.00010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56749,226,226,0.00010317,0,0,1,0,2.72631e-05,1.40448e-05,0.0399319,5.58696e-06,0.0401576,0.000131919,7.44061e-06,0.000120646,0,0.103217,0.103217,0,7.93772,15.2363,1.86213,0.236534,0.168816,0.118497,0.0823317,0.0189425,0.289951,0.341109,0.162063,0,0.115713,0,6.75258,14.7592,1.94738,0.210944,0,0,0.10356,0
56799,227,,0.000102138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56849,227,,0.000102138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56899,227,,0.000102138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56949,227,,0.000102138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56999,227,227,0.000102138,0,0,1,0,2.81997e-05,1.45106e-05,0.0404646,5.64458e-06,0.0359648,0.000135179,6.99109e-06,0.000120395,0,0.102745,0.102745,0,8.02331,15.2526,1.87758,0.238877,0.167646,0.117539,0.0823162,0.0171974,0.28224,0.342537,0.164047,0,0.116098,0,6.7305,14.7527,1.96674,0.213384,0,0,0.103891,0
57049,228,,0.000101117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57099,228,,0.000101117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57149,228,,0.000101117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57199,228,,0.000101117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57249,228,228,0.000101117,0,0,1,0,2.81023e-05,1.44639e-05,0.0419193,5.72707e-06,0.0351837,0.000136421,6.3473e-06,0.000116928,0,0.102194,0.102194,0,7.82819,15.1851,1.85649,0.232768,0.171592,0.118588,0.0849321,0.0181291,0.306836,0.338983,0.162083,0,0.115346,0,6.68452,14.7749,1.93539,0.208401,0,0,0.103431,0
