step,epoch,epoch,lr-Adam,lw/log_mag_w,lw/param_w,lw/perc_w,lw/sw_w,train/param,train/param_grad/AMP_0,train/param_grad/AMP_1,train/param_grad/BFRQ_0,train/param_grad/CUTOFF_0,train/param_grad/MULT_0,train/param_grad/M_OSC_0,train/param_grad/M_OSC_1,train/param_grad/Q_FILT_0,train/perc,train/spec,train/total,train/wave,val_id/loud,val_id/lsd,val_id/mfcc,val_id/param,val_id/param_group/harmor_amplitudes,val_id/param_group/harmor_cutoff,val_id/param_group/harmor_f0_hz,val_id/param_group/harmor_f0_mult,val_id/param_group/harmor_osc_mix,val_id/param_group/harmor_q,val_id/perc,val_id/spec,val_id/wave,val_ood/loud,val_ood/lsd,val_ood/mfcc,val_ood/param,val_ood/perc,val_ood/spec,val_ood/wave
44249,176,176,0.000170527,0.52996,1.5668,0,0.84332,0.0400896,4.22338e-05,2.38879e-05,0.315874,2.86758e-05,0.110375,0.00221481,0.00208532,0.00437184,0,0.19859,0.23868,0,6.09712,13.288,1.25039,0.0546516,0.0545296,0.0315596,0.00446805,0.0472038,0.105003,0.0851453,0,0.268307,0,6.37359,16.9017,2.48118,0,0,0.419415,0
44299,177,,0.000168822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44349,177,,0.000168822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44399,177,,0.000168822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44449,177,,0.000168822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44499,177,177,0.000168822,0.54996,1.50013,0,0.849987,0.040802,4.2386e-05,2.43421e-05,0.315095,2.85871e-05,0.124922,0.00214763,0.00200056,0.00420811,0,0.202285,0.243087,0,6.0813,13.6134,1.26176,0.0548174,0.0580652,0.0314022,0.0046547,0.0463314,0.102879,0.0855719,0,0.276237,0,6.43563,16.8578,2.4642,0,0,0.417515,0
44549,178,,0.000167134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44599,178,,0.000167134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44649,178,,0.000167134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,178,,0.000167134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
