filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0051.npz,random_IR_0051.npz,279.58,1.44e-06,1,57,L1_STFT,1.39e-06,0.00507436,True,31.81622763,1.43617081,31.37477388,152669762187.82156,21227.42233211,0.00149883,2.97215374,998.22694737,0.84388232,0.64602205,149035156689.62817,12018.31682358,0.00114145,2.97215371,430.40813548,0.84388233,0.64602209
random_IR_0052.npz,random_IR_0052.npz,320.641,7.6e-07,28,40,L1_STFT,3.5e-07,7.51e-06,True,15.98688135,20.2761227,62.54818825,112807227897.82617,5018.52007517,0.00318558,1.4736956,999.95046397,0.77646487,0.73388662,205309545104.02023,5948.06076492,0.0025707,1.47369564,956.40615874,0.77646492,0.7338866
random_IR_0053.npz,random_IR_0053.npz,119.649,9.6e-07,1,42,L1_STFT,8.5e-07,0.00175539,True,38.79497914,14.76320792,25.72487809,70006649026.85242,8592.48980643,0.00451499,3.65792003,997.99610904,0.84811231,0.85281482,205318792113.84653,9931.67604802,0.00283442,3.65792009,724.17039494,0.84811226,0.85281481
random_IR_0054.npz,random_IR_0054.npz,63.542,6.08e-06,1,55,L1_STFT,9.32e-06,0.00392135,True,43.86723583,19.01272136,22.75072286,91206945092.22185,9362.04119013,0.00468565,2.05038906,998.0113251,0.90023176,0.97999162,91562439840.24425,6942.38113954,0.00402711,2.05038916,636.06469484,0.90023182,0.97999164
random_IR_0055.npz,random_IR_0055.npz,62.292,2.78e-06,1,48,L1_STFT,2.29e-06,0.00058543,True,43.23725247,19.39864427,23.12551131,131174911204.17505,10396.35302543,0.00415889,2.42860271,999.88357094,0.79211819,0.91217586,212636794955.40863,11025.80092305,0.00336394,2.4286026,857.72406697,0.79211807,0.91217589
random_IR_0056.npz,random_IR_0056.npz,126.557,1.41e-06,3,48,L1_STFT,7.8e-07,0.00138446,True,70.20205966,14.49620685,2.62424492,121949599019.45168,15446.29749295,0.00454491,3.73564668,184.22739865,0.54072922,0.71777582,127960441568.8106,14253.29065436,0.0042621,3.73564678,159.4228693,0.54072935,0.7177758
random_IR_0057.npz,random_IR_0057.npz,58.161,1.77e-06,1,53,L1_STFT,1.75e-06,0.00034797,True,94.67962598,10.19125914,0.37035644,98708713448.0856,19761.93184562,0.00479101,1.85018377,35.06520881,0.68478634,0.51800096,121371433816.20525,20458.87517103,0.00439615,1.85018379,33.3142935,0.68478638,0.51800097
random_IR_0058.npz,random_IR_0058.npz,39.272,1.53e-06,1,52,L1_STFT,1.93e-06,0.0001014,True,8.65048715,29.66935004,82.90686021,92824202268.47604,2750.59891399,0.00314495,1.63717376,717.18472908,0.93604938,0.73253952,211631134622.2992,4302.76068816,0.00260504,1.63717374,929.29212439,0.93604938,0.73253957
random_IR_0059.npz,random_IR_0059.npz,3524.302,1.71e-06,225,59,L1_STFT,1.63e-06,0.00016111,True,9.1177539,7.53577191,104.27163455,67155782545.9592,4038.2477458,0.00225785,2.0474326,950.72310218,0.72010987,0.54335631,69387727860.36472,3051.80231974,0.00193098,2.04743256,614.46856183,0.7201099,0.5433563
random_IR_0060.npz,random_IR_0060.npz,266.747,1.05e-06,3,35,L1_STFT,0.00011003,0.01016393,True,34.83664563,4.44126772,27.45260512,181838558068.78418,16407.14646048,0.00212326,1.83062883,956.3566762,0.5665874,0.81305532,68841542103.34111,4893.83834685,0.00188464,1.83062887,253.19866181,0.56658731,0.81305533
random_IR_0061.npz,random_IR_0061.npz,52.346,2.31e-06,1,50,L1_STFT,1.96e-06,0.00085674,True,19.81914973,65.61060255,15.00919146,130228796817.44078,4107.5561186,0.00482505,3.92534297,297.46941281,0.75024959,0.99481079,164730548877.07898,5493.54320968,0.00496138,3.92534302,409.06000483,0.75024962,0.99481079
