filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0046.npz,random_IR_0046.npz,94.906,0.00074762,9,48,L1_STFT,1.044e-05,0.00028787,True,54.22111659,6.12477999,11.15716128,84423027787.87357,15329.15706626,0.00353712,1.81153384,604.95374235,0.6424276,0.57443594,178237772194.83322,18608.36206798,0.00268216,1.81156491,557.37321764,0.64246067,0.57442657
random_IR_0047.npz,random_IR_0047.npz,18.238,0.00082099,1,35,L1_STFT,1.365e-05,0.04514742,True,78.26504645,6.74551148,10.75402163,69466893213.92317,17765.68895641,0.0044054,1.26058591,841.66400226,0.85081936,0.64890144,171542044338.7951,11005.44265585,0.00220639,1.26058553,262.12552806,0.85085647,0.64892423
random_IR_0048.npz,random_IR_0048.npz,166.056,0.00062597,15,44,L1_STFT,2.47e-05,5.9e-07,True,5.83960003,13.12055451,130.7360096,113480046984.55087,2970.71051151,0.00196573,2.20178168,763.44600561,0.8915194,0.89094678,173640577983.92307,3498.74383694,0.0017246,2.20178817,788.54762685,0.89156074,0.89092971
random_IR_0049.npz,random_IR_0049.npz,204.25,0.0002985,18,60,L1_STFT,1.257e-05,0.0026624,True,31.97090203,9.05986028,31.15175723,147910726402.85666,11404.55845315,0.00280334,1.85231615,995.9497783,0.60658929,0.73533248,123740478280.33698,7559.05176558,0.00249525,1.85232544,587.6037592,0.6065566,0.73532938
random_IR_0050.npz,random_IR_0050.npz,19.903,0.00074813,1,51,L1_STFT,4.214e-05,0.02739579,True,93.21462256,14.65744937,1.63297063,141092942493.13214,19517.34858442,0.00477599,1.22937024,152.21674117,0.79300616,0.98011835,113941945230.415,12184.10079803,0.00419918,1.22937567,76.96567742,0.79299604,0.98012234
random_IR_0051.npz,random_IR_0051.npz,71.396,0.00070199,1,39,L1_STFT,1.634e-05,0.00255835,True,26.568734,1.43612751,31.3925504,123410428970.83246,17535.41383797,0.00151515,2.97215996,834.06032121,0.84384542,0.64603134,149035156689.62817,12018.31682358,0.00114145,2.97215371,430.40813548,0.84388233,0.64602209
random_IR_0052.npz,random_IR_0052.npz,38.093,0.00051508,6,51,L1_STFT,1.435e-05,4.262e-05,True,13.6322457,20.27647869,62.4630729,185046133328.84906,5322.18445566,0.0025614,1.47369726,851.51195694,0.77651787,0.73387596,205309545104.02023,5948.06076492,0.0025707,1.47369564,956.40615874,0.77646492,0.7338866
random_IR_0053.npz,random_IR_0053.npz,50.34,0.00086458,2,49,L1_STFT,2.361e-05,0.00173396,True,38.72980791,14.76383258,25.73268086,153172653784.97382,11142.26362374,0.00347594,3.65789825,996.62178658,0.84811622,0.85280178,205318792113.84653,9931.67604802,0.00283442,3.65792009,724.17039494,0.84811226,0.85281481
random_IR_0054.npz,random_IR_0054.npz,24.542,0.00074179,1,40,L1_STFT,5.346e-05,0.00391706,True,43.8584438,19.01336563,22.53242365,82825762091.04106,9064.70033111,0.00483838,2.05039072,988.23703628,0.90024051,0.98001077,91562439840.24425,6942.38113954,0.00402711,2.05038916,636.06469484,0.90023182,0.97999164
random_IR_0055.npz,random_IR_0055.npz,24.526,0.00066837,1,35,L1_STFT,2.257e-05,0.0001088,True,39.74016367,19.39965664,23.13693037,129071080847.58153,9774.93537197,0.00406552,2.42861148,919.46539983,0.79210096,0.91216819,212636794955.40863,11025.80092305,0.00336394,2.4286026,857.72406697,0.79211807,0.91217589
random_IR_0056.npz,random_IR_0056.npz,114.795,0.00032371,8,51,L1_STFT,1.357e-05,0.03145872,True,105.81069751,14.4969815,2.61887922,138567425391.6338,21188.33016607,0.00499382,3.7356543,277.10543698,0.54073867,0.717778,127960441568.8106,14253.29065436,0.0042621,3.73564678,159.4228693,0.54072935,0.7177758
random_IR_0057.npz,random_IR_0057.npz,28.393,0.00039941,1,54,L1_STFT,1.523e-05,0.00013312,True,87.00909323,10.19143106,0.36677404,106036716692.28516,19130.77752393,0.00454812,1.85017568,31.91267666,0.68481463,0.51801886,121371433816.20525,20458.87517103,0.00439615,1.85018379,33.3142935,0.68478638,0.51800097
random_IR_0058.npz,random_IR_0058.npz,42.429,0.00047973,3,35,L1_STFT,2.437e-05,1.083e-05,True,12.04508426,29.6689507,82.9195999,85172636395.65036,3332.89543566,0.003614,1.63716704,998.77356738,0.9360147,0.73256092,211631134622.2992,4302.76068816,0.00260504,1.63717374,929.29212439,0.93604938,0.73253957
random_IR_0059.npz,random_IR_0059.npz,2267.779,0.00049989,296,54,L1_STFT,1.307e-05,2.4e-07,True,6.01574738,7.53564725,104.26120931,190315806060.5794,4331.05453321,0.00138898,2.04744136,627.20909633,0.72004359,0.54336875,69387727860.36472,3051.80231974,0.00193098,2.04743256,614.46856183,0.7201099,0.5433563
random_IR_0060.npz,random_IR_0060.npz,566.943,0.00081854,46,53,L1_STFT,1.138e-05,0.00437737,True,26.03224778,4.44151558,27.4263613,185025771571.25848,13589.09757051,0.00191567,1.83061546,713.96983305,0.56665205,0.81306543,68841542103.34111,4893.83834685,0.00188464,1.83062887,253.19866181,0.56658731,0.81305533
random_IR_0061.npz,random_IR_0061.npz,28.122,0.00030773,1,43,L1_STFT,5.182e-05,0.00028862,True,22.93941111,65.61140073,14.92382868,149238016730.1254,4738.46185362,0.00484111,3.92534349,342.34384138,0.7502591,0.99481889,164730548877.07898,5493.54320968,0.00496138,3.92534302,409.06000483,0.75024962,0.99481079
random_IR_0062.npz,random_IR_0062.npz,73.823,0.00074739,12,60,L1_STFT,1.991e-05,0.00557952,True,47.77840651,36.68345679,9.81159617,211731558969.54526,10540.84386618,0.00453269,1.28938356,468.78243053,0.63052125,0.8362587,168363199444.49942,6968.67005744,0.00413294,1.2893822,288.40561335,0.63057096,0.83627097
random_IR_0063.npz,random_IR_0063.npz,25.27,0.00082397,1,54,L1_STFT,1.59e-05,0.00132161,True,30.33933172,14.45912002,26.30322428,84185616203.01605,7810.01456035,0.00388467,2.60021476,798.0222468,0.71321359,0.68668976,175105930059.76578,7826.56857449,0.00269636,2.6001947,554.69226178,0.71327987,0.68666732
random_IR_0064.npz,random_IR_0064.npz,38.96,0.00118735,2,33,L1_STFT,5.537e-05,0.0004395,True,26.64888025,34.72483193,1.45593638,219968067172.82568,7367.29903716,0.00361718,3.50310089,38.79907411,0.90944927,0.99286168,120323463532.36218,6803.3874652,0.00469987,3.50310505,46.01685081,0.90933357,0.9928908
random_IR_0065.npz,random_IR_0065.npz,66.965,0.00045978,1,51,L1_STFT,3.166e-05,0.05028041,True,40.41551006,9.46403588,3.06343736,189991438528.89893,14284.5671914,0.00282931,3.91002949,123.81038355,0.56191054,0.9759727,105161266281.63704,21079.81137619,0.00461979,3.91001794,296.5632995,0.56189402,0.97596678
random_IR_0066.npz,random_IR_0066.npz,37.695,0.00050025,2,55,L1_STFT,1.423e-05,0.01089431,True,34.25634687,15.68590735,0.97998114,155528682535.07748,10112.92547285,0.00338738,1.77690684,33.57057383,0.64343162,0.69574413,201903192487.07745,16167.3310636,0.00375907,1.77691874,58.36577542,0.64349408,0.69573788
random_IR_0067.npz,random_IR_0067.npz,30.246,0.00041118,2,48,L1_STFT,2.483e-05,0.0045626,True,39.77698828,34.02099017,10.52878192,176505811937.85095,9002.73453734,0.00441832,2.18546683,418.80323497,0.65918121,0.92118764,135741622249.22392,5660.8382621,0.00399515,2.18545893,237.81486447,0.65918952,0.92120267
random_IR_0068.npz,random_IR_0068.npz,135.138,0.00041225,13,47,L1_STFT,4.585e-05,0.00010648,True,45.80620188,11.20455055,21.82461344,98976645456.90366,11810.76724791,0.00387834,1.7894523,999.70264915,0.97066604,0.87788052,199695279035.7571,14349.1567176,0.00300956,1.7894513,942.58417386,0.97070275,0.87787478
