step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
99,2.0,4.480140209197998,3.323561191558838,,,,,,,,,,,,0.0,1.0,9.801000123843551e-05,0.0,4.480140209197998,5.215535640716553,5.222963809967041,,4.480140209197998,4.480140209197998,0.9516048431396484,4.480140209197998,0.0,4.480140209197998
100,,,3.669707775115967,,,,,,,,,,,,0.0,1.0,,0.0,4.457223415374756,5.215306758880615,5.222963809967041,,,,,,,
101,,,3.935291290283203,,,,,,,,,,,,0.0,1.0,,0.0,4.2532806396484375,5.2132673263549805,5.222963809967041,,,,,,,
102,,,3.3694732189178467,,,,,,,,,,,,0.0,1.0,,0.0,4.334395885467529,5.214078426361084,5.222963809967041,,,,,,,
103,,,3.6405587196350098,,,,,,,,,,,,0.0,1.0,,0.0,4.433594703674316,5.2150702476501465,5.222963809967041,,,,,,,
104,,,3.686779022216797,,,,,,,,,,,,0.0,1.0,,0.0,4.362417221069336,5.214358806610107,5.222963809967041,,,,,,,
105,,,3.2551326751708984,,,,,,,,,,,,0.0,1.0,,0.0,4.265835762023926,5.213392734527588,5.222963809967041,,,,,,,
106,,,3.3297536373138428,,,,,,,,,,,,0.0,1.0,,0.0,4.0580267906188965,5.211314678192139,5.222963809967041,,,,,,,
107,,,3.54655122756958,,,,,,,,,,,,0.0,1.0,,0.0,4.312379837036133,5.213858127593994,5.222963809967041,,,,,,,
108,,,3.773146152496338,,,,,,,,,,,,0.0,1.0,,0.0,4.179235935211182,5.212526798248291,5.222963809967041,,,,,,,
109,,,3.297680616378784,,,,,,,,,,,,0.0,1.0,,0.0,4.127943515777588,5.2120137214660645,5.222963809967041,,,,,,,
110,,,3.952575206756592,,,,,,,,,,,,0.0,1.0,,0.0,4.341005325317383,5.214144229888916,5.222963809967041,,,,,,,
